cdom,wvl_400,wvl_406.060606060606,wvl_412.121212121212,wvl_418.181818181818,wvl_424.242424242424,wvl_430.30303030303,wvl_436.363636363636,wvl_442.424242424242,wvl_448.484848484848,wvl_454.545454545454,wvl_460.60606060606,wvl_466.666666666666,wvl_472.727272727272,wvl_478.787878787878,wvl_484.848484848484,wvl_490.90909090909,wvl_496.969696969697,wvl_503.030303030303,wvl_509.090909090909,wvl_515.151515151515,wvl_521.212121212121,wvl_527.272727272727,wvl_533.333333333333,wvl_539.393939393939,wvl_545.454545454545,wvl_551.515151515151,wvl_557.575757575757,wvl_563.636363636363,wvl_569.696969696969,wvl_575.757575757575,wvl_581.818181818181,wvl_587.878787878787,wvl_593.939393939394,wvl_600,wvl_606.060606060606,wvl_612.121212121212,wvl_618.181818181818,wvl_624.242424242424,wvl_630.30303030303,wvl_636.363636363636,wvl_642.424242424242,wvl_648.484848484848,wvl_654.545454545454,wvl_660.60606060606,wvl_666.666666666666,wvl_672.727272727272,wvl_678.787878787878,wvl_684.848484848484,wvl_690.90909090909,wvl_696.969696969697,wvl_703.030303030303,wvl_709.090909090909,wvl_715.151515151515,wvl_721.212121212121,wvl_727.272727272727,wvl_733.333333333333,wvl_739.393939393939,wvl_745.454545454545,wvl_751.515151515151,wvl_757.575757575757,wvl_763.636363636363,wvl_769.696969696969,wvl_775.757575757575,wvl_781.818181818181,wvl_787.878787878787,wvl_793.939393939394,wvl_800,wvl_806.060606060606,wvl_812.121212121212,wvl_818.181818181818,wvl_824.242424242424,wvl_830.30303030303,wvl_836.363636363636,wvl_842.424242424242,wvl_848.484848484848,wvl_854.545454545454,wvl_860.60606060606,wvl_866.666666666666,wvl_872.727272727272,wvl_878.787878787878,wvl_884.848484848484,wvl_890.90909090909,wvl_896.969696969697,wvl_903.030303030303,wvl_909.090909090909,wvl_915.151515151515,wvl_921.212121212121,wvl_927.272727272727,wvl_933.333333333333,wvl_939.393939393939,wvl_945.454545454545,wvl_951.515151515151,wvl_957.575757575757,wvl_963.636363636363,wvl_969.696969696969,wvl_975.757575757575,wvl_981.818181818181,wvl_987.878787878787,wvl_993.939393939393,wvl_1000
0.25,0.000595536,0.000620269,0.000645742,0.000672123,0.000699725,0.000728588,0.000758166,0.000786615,0.00081427,0.000846106,0.000882202,0.000918582,0.000952807,0.000984488,0.001015685,0.001043723,0.001058445,0.001039846,0.000995586,0.000958727,0.00094022,0.000937589,0.000934354,0.000912034,0.000861897,0.000811913,0.000778787,0.000746346,0.000695407,0.000616293,0.000522222,0.000414,0.000298181,0.000223223,0.000189659,0.000173702,0.000163683,0.000154027,0.00014238,0.000129587,0.000120233,0.000111611,9.68E-05,8.37E-05,7.69E-05,7.21E-05,6.70E-05,6.14E-05,5.48E-05,4.73E-05,3.98E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.18E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.255,0.000583731,0.000607944,0.000632896,0.000658753,0.000685816,0.000714126,0.000743161,0.00077115,0.000798415,0.000829741,0.00086521,0.000900999,0.000934764,0.000966126,0.000997067,0.001025006,0.001040125,0.001023017,0.000980905,0.000945782,0.000928394,0.00092643,0.000923843,0.000902539,0.000853858,0.000805154,0.000772901,0.000741232,0.000691208,0.000613175,0.000520105,0.000412744,0.000297565,0.000222898,0.000189438,0.000173527,0.000163537,0.000153905,0.000142282,0.000129511,0.000120171,0.000111561,9.68E-05,8.36E-05,7.69E-05,7.21E-05,6.70E-05,6.14E-05,5.48E-05,4.73E-05,3.98E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.18E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.26,0.000572384,0.000596098,0.000620551,0.000645903,0.000672449,0.000700227,0.000728738,0.00075628,0.000783164,0.000813996,0.000848859,0.000884075,0.000917389,0.000948434,0.000979117,0.001006945,0.001022427,0.001006722,0.000966649,0.000933181,0.000916861,0.000915532,0.000913566,0.000893239,0.000845967,0.000798507,0.000767103,0.000736187,0.000687059,0.000610087,0.000518006,0.000411495,0.000296952,0.000222573,0.000189217,0.000173353,0.000163391,0.000153784,0.000142185,0.000129435,0.000120109,0.000111511,9.67E-05,8.36E-05,7.69E-05,7.21E-05,6.70E-05,6.14E-05,5.48E-05,4.73E-05,3.98E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.18E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.265,0.00056147,0.000584704,0.000608677,0.000633545,0.000659592,0.000686857,0.000714862,0.000741971,0.000768484,0.000798837,0.000833113,0.000867774,0.000900647,0.000931376,0.0009618,0.000989509,0.001005318,0.000990936,0.0009528,0.00092091,0.000905611,0.000904888,0.000903514,0.000884128,0.00083822,0.000791968,0.000761391,0.00073121,0.000682959,0.000607031,0.000515923,0.000410253,0.000296342,0.00022225,0.000188996,0.000173178,0.000163246,0.000153662,0.000142087,0.000129359,0.000120048,0.000111461,9.67E-05,8.36E-05,7.69E-05,7.21E-05,6.70E-05,6.14E-05,5.48E-05,4.73E-05,3.98E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.18E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.27,0.000550963,0.000573737,0.000597249,0.00062165,0.000647217,0.000673987,0.000701504,0.000728193,0.000754343,0.00078423,0.000817939,0.000852061,0.000884503,0.00091492,0.000945083,0.000972664,0.000988771,0.000975636,0.000939342,0.000908957,0.000894633,0.000894487,0.000893681,0.000875201,0.000830614,0.000785535,0.000755763,0.000726299,0.000678908,0.000604004,0.000513857,0.000409019,0.000295734,0.000221927,0.000188777,0.000173004,0.0001631,0.000153541,0.000141989,0.000129283,0.000119986,0.000111411,9.67E-05,8.36E-05,7.68E-05,7.21E-05,6.69E-05,6.14E-05,5.48E-05,4.73E-05,3.98E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.18E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.275,0.000540842,0.000563174,0.000586242,0.000610193,0.000635296,0.00066159,0.000688636,0.000714916,0.000740712,0.000770147,0.000803307,0.000836907,0.000868927,0.000899034,0.000928936,0.000956381,0.000972759,0.000960801,0.000926257,0.00089731,0.000883917,0.000884322,0.000884058,0.000866451,0.000823144,0.000779206,0.000750217,0.000721454,0.000674904,0.000601008,0.000511808,0.000407792,0.000295128,0.000221606,0.000188557,0.000172831,0.000162955,0.00015342,0.000141892,0.000129207,0.000119925,0.000111361,9.66E-05,8.35E-05,7.68E-05,7.21E-05,6.69E-05,6.14E-05,5.48E-05,4.73E-05,3.97E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.18E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.28,0.000531086,0.000552992,0.000575632,0.00059915,0.000623807,0.000649641,0.00067623,0.000702114,0.000727564,0.00075656,0.000789188,0.00082228,0.000853888,0.000883688,0.00091333,0.000940633,0.000957255,0.000946408,0.000913531,0.000885956,0.000873454,0.000874385,0.00087464,0.000857875,0.000815807,0.000772978,0.000744752,0.000716674,0.000670948,0.000598042,0.000509774,0.000406573,0.000294525,0.000221285,0.000188338,0.000172658,0.00016281,0.000153299,0.000141795,0.000129131,0.000119863,0.000111312,9.66E-05,8.35E-05,7.68E-05,7.20E-05,6.69E-05,6.13E-05,5.48E-05,4.73E-05,3.97E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.18E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.285,0.000521675,0.000543171,0.000565399,0.0005885,0.000612725,0.000638114,0.000664263,0.000689762,0.000714874,0.000743443,0.000775556,0.000808155,0.00083936,0.000868856,0.000898238,0.000925394,0.000942236,0.000932439,0.000901149,0.000874886,0.000863235,0.000864668,0.00086542,0.000849466,0.000808599,0.000766848,0.000739367,0.000711956,0.000667037,0.000595104,0.000507757,0.000405361,0.000293925,0.000220965,0.00018812,0.000172485,0.000162665,0.000153178,0.000141698,0.000129055,0.000119802,0.000111262,9.66E-05,8.35E-05,7.68E-05,7.20E-05,6.69E-05,6.13E-05,5.48E-05,4.73E-05,3.97E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.18E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.29,0.000512592,0.000533692,0.000555523,0.00057822,0.000602029,0.000626989,0.000652711,0.000677836,0.000702618,0.000730772,0.000762386,0.000794506,0.000825316,0.000854513,0.000883635,0.000910639,0.00092768,0.000918875,0.000889097,0.000864088,0.000853252,0.000855164,0.000856392,0.00084122,0.000801517,0.000760815,0.000734058,0.000707299,0.000663172,0.000592195,0.000505756,0.000404156,0.000293327,0.000220646,0.000187902,0.000172313,0.000162521,0.000153058,0.000141601,0.00012898,0.000119741,0.000111212,9.65E-05,8.35E-05,7.68E-05,7.20E-05,6.69E-05,6.13E-05,5.48E-05,4.72E-05,3.97E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.18E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.295,0.000503819,0.000524539,0.000545986,0.000568294,0.0005917,0.000616245,0.000641554,0.000666315,0.000690775,0.000718525,0.000749654,0.00078131,0.000811734,0.000840635,0.000869499,0.000896347,0.000913566,0.000905699,0.000877362,0.000853553,0.000843497,0.000845867,0.00084755,0.000833133,0.000794558,0.000754875,0.000728825,0.000702703,0.000659351,0.000589315,0.00050377,0.000402958,0.000292731,0.000220328,0.000187685,0.00017214,0.000162377,0.000152937,0.000141504,0.000128904,0.00011968,0.000111163,9.65E-05,8.34E-05,7.67E-05,7.20E-05,6.69E-05,6.13E-05,5.47E-05,4.72E-05,3.97E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.18E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.3,0.000495341,0.000515694,0.000536771,0.000558702,0.000581719,0.000605862,0.000630771,0.000655179,0.000679323,0.000706682,0.000737341,0.000768543,0.000798591,0.000827199,0.000855807,0.000882495,0.000899873,0.000892895,0.000865933,0.000843271,0.000833961,0.000836769,0.000838889,0.000825199,0.000787719,0.000749027,0.000723666,0.000698166,0.000655574,0.000586462,0.0005018,0.000401767,0.000292138,0.000220011,0.000187468,0.000171969,0.000162233,0.000152817,0.000141407,0.000128829,0.000119618,0.000111113,9.65E-05,8.34E-05,7.67E-05,7.20E-05,6.69E-05,6.13E-05,5.47E-05,4.72E-05,3.97E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.18E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.305,0.000487144,0.000507142,0.000527861,0.000549428,0.000572068,0.000595823,0.000620344,0.000644408,0.000668245,0.000695221,0.000725424,0.000756187,0.000785866,0.000814185,0.000842538,0.000869063,0.000886584,0.000880446,0.000854796,0.000833233,0.000824639,0.000827864,0.000830402,0.000817414,0.000780996,0.00074327,0.000718579,0.000693688,0.00065184,0.000583637,0.000499846,0.000400584,0.000291547,0.000219695,0.000187252,0.000171797,0.000162089,0.000152697,0.00014131,0.000128753,0.000119557,0.000111064,9.64E-05,8.34E-05,7.67E-05,7.20E-05,6.69E-05,6.13E-05,5.47E-05,4.72E-05,3.97E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.17E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.31,0.000479213,0.000498868,0.000519241,0.000540457,0.000562733,0.000586111,0.000610256,0.000633984,0.000657521,0.000684126,0.000713886,0.000744221,0.000773539,0.000801573,0.000829673,0.000856033,0.000873681,0.00086834,0.000843942,0.000823431,0.000815522,0.000819146,0.000822085,0.000809774,0.000774386,0.000737599,0.000713563,0.000689266,0.000648148,0.000580839,0.000497906,0.000399407,0.000290958,0.00021938,0.000187036,0.000171626,0.000161946,0.000152578,0.000141214,0.000128678,0.000119496,0.000111014,9.64E-05,8.34E-05,7.67E-05,7.19E-05,6.68E-05,6.13E-05,5.47E-05,4.72E-05,3.97E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.17E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.315,0.000471536,0.00049086,0.000510899,0.000531773,0.000553696,0.00057671,0.00060049,0.000623893,0.000647136,0.000673379,0.000702709,0.000732626,0.000761592,0.000789345,0.000817195,0.000843388,0.000861147,0.000856561,0.00083336,0.000813856,0.000806604,0.00081061,0.000813932,0.000802276,0.000767887,0.000732015,0.000708616,0.0006849,0.000644498,0.000578067,0.000495982,0.000398237,0.000290372,0.000219066,0.000186821,0.000171455,0.000161803,0.000152458,0.000141118,0.000128603,0.000119435,0.000110965,9.64E-05,8.33E-05,7.67E-05,7.19E-05,6.68E-05,6.13E-05,5.47E-05,4.72E-05,3.97E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.17E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.32,0.000464101,0.000483105,0.00050282,0.000523364,0.000544945,0.000567605,0.000591031,0.000614117,0.000637073,0.000662964,0.000691875,0.000721387,0.000750008,0.000777484,0.000805085,0.000831109,0.000848967,0.000845096,0.000823039,0.000804501,0.000797879,0.000802249,0.000805939,0.000794915,0.000761497,0.000726514,0.000703738,0.00068059,0.000640888,0.000575322,0.000494072,0.000397074,0.000289789,0.000218752,0.000186606,0.000171285,0.00016166,0.000152339,0.000141021,0.000128528,0.000119374,0.000110915,9.63E-05,8.33E-05,7.66E-05,7.19E-05,6.68E-05,6.13E-05,5.47E-05,4.72E-05,3.97E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.17E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.325,0.000456897,0.000475591,0.000494992,0.000515216,0.000536467,0.000558783,0.000581866,0.000604642,0.000627318,0.000652865,0.00068137,0.000710487,0.00073877,0.000765973,0.000793329,0.000819183,0.000837126,0.000833934,0.000812969,0.000795358,0.000789339,0.000794058,0.000798101,0.000787688,0.000755211,0.000721095,0.000698926,0.000676333,0.000637319,0.000572603,0.000492177,0.000395918,0.000289207,0.00021844,0.000186392,0.000171115,0.000161517,0.000152219,0.000140925,0.000128453,0.000119314,0.000110866,9.63E-05,8.33E-05,7.66E-05,7.19E-05,6.68E-05,6.13E-05,5.47E-05,4.72E-05,3.97E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.17E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.33,0.000449913,0.000468307,0.000487404,0.000507319,0.000528247,0.000550231,0.00057298,0.000595455,0.000617857,0.00064307,0.000671179,0.000699911,0.000727864,0.000754798,0.00078191,0.000807592,0.00082561,0.000823062,0.000803143,0.00078642,0.000780981,0.000786033,0.000790414,0.00078059,0.000749028,0.000715757,0.000694179,0.000672128,0.000633789,0.000569909,0.000490296,0.000394768,0.000288628,0.000218128,0.000186178,0.000170945,0.000161375,0.0001521,0.000140829,0.000128378,0.000119253,0.000110817,9.62E-05,8.33E-05,7.66E-05,7.19E-05,6.68E-05,6.12E-05,5.47E-05,4.72E-05,3.97E-05,3.21E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.17E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.335,0.000443139,0.000461242,0.000480045,0.000499659,0.000520276,0.000541937,0.000564361,0.000586542,0.000608677,0.000633563,0.000661288,0.000689645,0.000717274,0.000743943,0.000770814,0.000796325,0.000814405,0.000812469,0.000793551,0.00077768,0.000772797,0.000778168,0.000782874,0.000773619,0.000742946,0.000710496,0.000689497,0.000667976,0.000630297,0.000567241,0.00048843,0.000393626,0.000288051,0.000217817,0.000185965,0.000170776,0.000161233,0.000151982,0.000140734,0.000128303,0.000119192,0.000110767,9.62E-05,8.32E-05,7.66E-05,7.19E-05,6.68E-05,6.12E-05,5.47E-05,4.72E-05,3.97E-05,3.20E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.17E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
0.34,0.000436565,0.000454388,0.000472905,0.000492227,0.000512541,0.000533888,0.000555997,0.000577893,0.000599765,0.000624333,0.000651683,0.000679675,0.000706987,0.000733396,0.000760029,0.000785367,0.0008035,0.000802144,0.000784185,0.000769132,0.000764783,0.000770459,0.000775475,0.000766771,0.000736961,0.000705313,0.000684877,0.000663875,0.000626845,0.000564597,0.000486577,0.000392489,0.000287477,0.000217508,0.000185752,0.000170607,0.000161091,0.000151863,0.000140638,0.000128228,0.000119131,0.000110718,9.62E-05,8.32E-05,7.66E-05,7.18E-05,6.68E-05,6.12E-05,5.47E-05,4.72E-05,3.97E-05,3.20E-05,2.45E-05,1.85E-05,1.42E-05,1.10E-05,9.11E-06,8.42E-06,8.08E-06,7.64E-06,7.32E-06,7.19E-06,7.17E-06,7.27E-06,7.43E-06,7.52E-06,7.39E-06,6.89E-06,6.02E-06,4.94E-06,3.87E-06,2.95E-06,2.22E-06,1.67E-06,1.27E-06,9.71E-07,7.53E-07,5.90E-07,4.68E-07,3.76E-07,3.04E-07,2.49E-07,2.05E-07,1.71E-07,1.43E-07,1.21E-07,1.03E-07,8.77E-08,7.53E-08,6.50E-08,5.63E-08,4.91E-08,4.29E-08,3.76E-08,3.32E-08,2.93E-08,2.60E-08,2.31E-08,2.06E-08,1.84E-08
